Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2018-03-08 07:44:17,false,"San Francisco Running","4.75","554","31:47","--","--","0.0","181","236","6:41","1:09","95","122","1.33","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-07 16:55:01,false,"San Francisco Running","5.15","603","36:11","--","--","0.0","177","189","7:02","1:22","99","112","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-07 08:52:02,false,"San Francisco Running","1.02","119","8:05.6","--","--","0.0","176","194","7:57","7:03","57","12","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-07 08:05:16,false,"San Francisco Running","4.75","477","28:21","--","--","0.0","181","210","5:58","3:47","9","11","1.46","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-07 07:20:49,false,"San Francisco Running","2.54","298","17:41","--","--","0.0","180","194","6:58","6:09","45","76","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-06 07:38:56,false,"San Francisco Running","6.88","803","46:33","--","--","0.0","181","208","6:46","3:53","224","256","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-05 15:51:07,false,"San Francisco Running","7.43","872","50:49","--","--","0.0","180","199","6:50","4:58","334","330","1.31","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-05 07:36:01,false,"San Francisco Running","6.41","754","43:50","--","--","0.0","180","196","6:50","3:31","242","212","1.31","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-04 10:29:13,false,"Orinda Running","6.17","719","39:09","--","--","0.0","181","198","6:21","4:14","133","135","1.40","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-04 09:26:23,false,"Orinda Running","2.73","320","19:26","--","--","0.0","178","204","7:07","5:42","40","57","1.27","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-03 09:30:46,false,"San Francisco Running","7.05","825","46:17","--","--","0.0","181","219","6:34","3:52","194","201","1.36","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-02 17:16:00,false,"San Francisco Running","4.22","496","29:26","--","--","0.0","180","200","6:58","4:49","140","185","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-02 09:03:52,false,"San Francisco Running","0.46","54","3:33.7","--","--","0.0","175","189","7:43","7:23","10","--","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-02 07:23:08,false,"San Francisco Running","4.98","583","34:15","--","--","0.0","180","204","6:53","4:42","158","324","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-01 16:01:21,false,"San Francisco Running","12.83","1,506","1:28:00","--","--","0.0","180","219","6:52","2:55","469","497","1.31","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-28 09:02:28,false,"San Francisco Running","2.16","254","15:28","--","--","0.0","178","198","7:11","6:13","47","50","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-28 08:29:08,false,"San Francisco Running","4.24","404","28:28","--","--","0.0","150","245","6:43","3:53","--","2","1.49","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-28 07:56:36,false,"San Francisco Running","2.60","302","18:36","--","--","0.0","177","192","7:09","4:28","--","--","1.27","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-27 08:07:57,false,"San Francisco Running","2.98","352","20:45","--","--","0.0","179","192","6:57","3:43","79","105","1.29","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-26 07:16:44,false,"San Francisco Running","6.37","748","43:03","--","--","0.0","178","199","6:45","4:29","296","278","1.34","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-25 10:09:34,false,"San Francisco Running","5.11","599","34:53","--","--","0.0","179","207","6:50","5:08","147","71","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-24 09:47:02,false,"San Francisco Running","15.87","1,849","1:42:51","--","--","0.0","185","244","6:29","5:43","573","517","1.34","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-23 07:14:31,false,"San Francisco Running","7.05","795","49:59","--","--","0.0","179","219","7:06","3:41","376","308","1.27","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-22 16:24:27,false,"San Francisco Running","6.49","763","44:26","--","--","0.0","187","204","6:51","4:16","195","201","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-22 07:02:58,false,"San Francisco Running","4.99","586","34:19","--","--","0.0","187","219","6:52","3:56","148","153","1.25","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-21 15:42:23,false,"San Francisco Running","5.10","601","34:27","--","--","0.0","184","198","6:46","3:18","125","129","1.29","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-21 08:34:36,false,"San Francisco Running","2.43","291","19:05","--","--","0.0","171","211","7:51","4:06","9","--","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-21 08:02:43,false,"San Francisco Running","4.75","516","26:52","--","--","0.0","180","209","5:40","4:02","25","34","1.55","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-21 07:16:23,false,"San Francisco Running","2.93","344","20:46","--","--","0.0","182","204","7:06","5:19","186","466","1.25","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-19 08:46:06,false,"San Francisco Running","5.61","660","37:11","--","--","0.0","183","245","6:38","5:27","235","243","1.33","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-17 08:30:11,false,"Ross Running","14.00","1,635","1:30:06","--","--","0.0","185","204","6:26","4:04","1,269","1,269","1.36","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-16 18:07:45,false,"San Francisco Running","4.28","510","29:09","--","--","0.0","179","194","6:48","1:59","95","126","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-16 08:48:59,false,"San Francisco Running","2.56","300","18:07","--","--","0.0","183","198","7:05","5:35","199","47","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-16 08:10:52,false,"San Francisco Running","2.53","232","17:34","--","--","0.0","167","236","6:57","3:28","33","34","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-16 07:17:34,false,"San Francisco Running","5.02","575","29:18","--","--","0.0","188","203","5:50","4:11","111","285","1.46","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-15 07:12:59,false,"San Francisco Running","9.58","1,107","1:03:33","--","--","0.0","184","209","6:38","4:15","303","262","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-14 08:15:30,false,"San Francisco Running","9.40","1,102","1:02:47","--","--","0.0","183","198","6:41","2:48","411","383","1.31","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-13 08:58:13,false,"San Francisco Running","1.50","176","10:22","--","--","0.0","180","190","6:56","6:31","67","20","1.29","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-13 08:19:12,false,"San Francisco Running","6.17","714","34:03","--","--","0.0","186","206","5:31","4:07","117","113","1.54","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-13 07:43:54,false,"San Francisco Running","2.79","325","19:29","--","--","0.0","182","204","6:59","6:26","61","232","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-12 15:40:12,false,"San Francisco Running","8.48","997","58:07","--","--","0.0","180","209","6:51","3:54","204","229","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-12 07:10:47,false,"San Francisco Running","4.10","485","28:48","--","--","0.0","181","200","7:01","4:58","117","134","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-11 11:06:24,false,"San Francisco Running","15.09","1,762","1:34:24","--","--","0.0","182","204","6:15","3:51","486","548","1.42","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-10 11:43:25,false,"Seattle Running","6.67","785","46:25","--","--","0.0","178","204","6:58","5:02","163","70","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-09 19:47:10,false,"Seattle Running","1.26","152","9:57.0","--","--","0.0","171","185","7:54","3:16","1","--","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-09 19:22:56,false,"Running","2.82","330","14:58","--","--","0.0","193","222","5:18","4:32","--","--","1.57","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-09 18:24:07,false,"Seattle Running","2.46","292","19:05","--","--","0.0","178","192","7:45","1:01","--","13","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-09 13:12:03,false,"Running","1.36","160","9:21.2","--","--","0.0","182","202","6:53","6:07","--","--","1.29","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-08 16:41:36,false,"San Francisco Running","1.81","212","12:22","--","--","0.0","178","204","6:50","5:56","71","35","1.33","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-08 16:30:59,false,"San Francisco Running","0.92","90","5:29.7","--","--","0.0","169","245","5:57","3:30","8","--","1.53","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-08 15:59:54,false,"San Francisco Running","3.09","363","21:01","--","--","0.0","180","211","6:48","5:10","57","101","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-07 09:56:32,false,"San Francisco Running","9.22","1,081","59:55","--","--","0.0","182","204","6:30","1:31","329","352","1.36","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-06 09:01:19,false,"San Francisco Running","1.09","128","8:34.2","--","--","0.0","173","198","7:53","5:32","50","15","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-06 08:34:51,false,"San Francisco Running","2.47","219","17:52","--","--","0.0","146","230","7:13","3:34","16","8","1.39","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-06 08:24:50,false,"San Francisco Running","0.70","60","7:11.7","--","--","0.0","121","214","10:18","3:42","--","--","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-06 07:49:10,false,"San Francisco Running","3.15","368","22:07","--","--","0.0","182","198","7:02","5:13","85","124","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-05 17:01:26,false,"San Francisco Running","6.71","788","44:49","--","--","0.0","180","198","6:41","5:16","158","139","1.34","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-05 07:11:36,false,"San Francisco Running","4.25","489","29:31","--","--","0.0","178","203","6:56","5:12","113","147","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-04 09:22:59,false,"San Francisco Running","4.89","575","32:54","--","--","0.0","181","196","6:44","4:05","154","158","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-03 08:24:42,false,"Sausalito Running","13.04","1,512","1:22:01","--","--","0.0","181","211","6:17","5:15","342","332","1.42","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-02 07:52:45,false,"San Francisco Running","7.31","810","59:32","--","--","0.0","160","213","8:09","3:25","593","598","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-01 08:15:45,false,"San Francisco Running","0.74","78","4:46.0","--","--","0.0","182","233","6:27","4:11","12","12","1.36","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-01 07:12:07,false,"San Francisco Running","8.35","987","57:41","--","--","0.0","181","195","6:54","3:38","365","364","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-31 17:05:49,false,"San Francisco Running","5.88","691","40:35","--","--","0.0","182","209","6:54","3:26","115","120","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-31 08:02:02,false,"San Francisco Running","7.98","938","53:03","--","--","0.0","185","204","6:39","1:31","213","236","1.31","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-30 09:08:28,false,"San Francisco Running","1.62","189","11:53","--","--","0.0","179","188","7:21","6:42","37","37","1.22","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-30 08:23:51,false,"San Francisco Running","6.92","777","41:37","--","--","0.0","169","245","6:01","3:12","124","123","1.60","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-30 07:47:59,false,"San Francisco Running","2.75","319","18:52","--","--","0.0","181","196","6:52","5:59","54","222","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-29 16:10:18,false,"San Francisco Running","6.03","711","42:55","--","--","0.0","181","196","7:07","5:11","125","143","1.25","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-29 07:15:23,false,"San Francisco Running","4.28","502","30:00","--","--","0.0","180","209","7:01","5:48","89","121","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-28 10:09:13,false,"San Francisco Running","7.95","936","53:30","--","--","0.0","183","200","6:44","1:29","281","282","1.31","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-27 08:14:26,false,"San Francisco Running","13.92","1,633","1:32:49","--","--","0.0","182","236","6:40","5:35","492","518","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-26 08:03:43,false,"San Francisco Running","1.74","202","12:16","--","--","0.0","175","188","7:04","5:50","95","91","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-26 07:29:05,false,"San Francisco Running","4.99","567","29:52","--","--","0.0","172","209","5:59","3:48","96","93","1.51","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-26 07:02:50,false,"San Francisco Running","2.52","296","17:51","--","--","0.0","184","198","7:05","5:16","122","130","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-25 07:28:13,false,"San Francisco Running","8.06","942","55:49","--","--","0.0","181","219","6:56","5:38","327","359","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-24 17:36:44,false,"San Francisco Running","6.48","766","46:32","--","--","0.0","179","204","7:11","1:49","222","213","1.25","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-23 07:33:23,false,"San Francisco Running","10.15","1,159","1:04:07","--","--","0.0","183","210","6:19","4:04","328","356","1.39","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-22 16:56:59,false,"San Francisco Running","7.48","881","51:41","--","--","0.0","180","196","6:55","5:50","187","149","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-22 07:56:40,false,"San Francisco Running","6.48","757","43:47","--","--","0.0","181","204","6:45","5:12","163","191","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-21 08:06:50,false,"San Francisco Running","9.34","1,101","1:02:18","--","--","0.0","182","200","6:40","1:00","278","296","1.33","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-20 08:24:23,false,"San Francisco Running","13.30","1,549","1:27:23","--","--","0.0","181","200","6:34","5:40","382","423","1.35","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-19 16:51:58,false,"San Francisco Running","5.44","641","38:10","--","--","0.0","180","209","7:01","5:33","84","66","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-19 07:09:44,false,"San Francisco Running","7.60","867","54:50","--","--","0.0","178","210","7:13","4:19","515","546","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-18 09:50:01,false,"San Francisco Running","7.76","907","53:52","--","--","0.0","179","210","6:57","4:11","655","696","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-17 16:56:46,false,"San Francisco Running","5.45","639","36:58","--","--","0.0","180","192","6:47","3:39","169","132","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-17 06:05:58,false,"San Francisco Running","9.77","1,141","1:04:29","--","--","0.0","179","200","6:36","4:50","373","338","1.36","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-16 09:14:45,false,"St. James's Ward Running","6.24","734","43:25","--","--","0.0","180","201","6:57","5:32","101","163","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-15 16:44:03,false,"St. James's Ward Running","4.89","575","33:35","--","--","0.0","183","211","6:52","5:00","37","102","1.28","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-14 09:59:58,false,"Oxford Running","11.05","1,303","1:18:51","--","--","0.0","178","245","7:08","2:59","442","443","1.27","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-13 15:18:45,false,"Oxford Running","5.64","662","38:53","--","--","0.0","180","196","6:54","5:40","54","42","1.30","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-12 07:15:14,false,"San Francisco Running","8.78","1,027","58:18","--","--","0.0","181","200","6:39","4:41","344","387","1.34","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
